"SKU","DESCRIPTION","SKU_FAMILY","BOX_CODE"
"38883","MOD,SHP MTL,PWS,DZR,DAO","Miscellaneous",""
"XH83X","LBL,REG,WRLES,6150,CNB","Miscellaneous",""
"7J337","ASSY,BASE,I5-3427U,4G,T,L322X","Base Unit",""
"3V613","KYBD,82,SWEFIN,M18ISF-BS","Keyboard/Mouse",""
"FW58F","SVC,PWA, I5-4200U,UMA,5537,W8P","Motherboards",""
"88338","BZL,BK,2.5","Plastics",""
"35123","LBL,REG,NBK,BRB,DAO","Miscellaneous",""
"8K628","ASSY,PWA,PLN,I7XXXX,G3,MV5,TGL","Motherboards","4U500"
"M716M","CVR,LCD,W/O ANT,DGP,NORM,541X","Cover","4U500B"
"JX60J","KIT,RACK,RPD-RAIL,3U,MOD,WW","Mechanical",""
"VK82V","SCR,M3X3MM,PHH,FLH,BLACK,DF","Mechanical","Envelope"
"DD91D","SCR,10-32,PHH,MSCR,ZPS,CPTV","Mechanical",""
"69356","SVC,PWA,4XXL/MX,W32i,38872,RWK","Motherboards",""
"4M144","ASSY,PWA,SU9300,2G,S/W,ADAMO","Motherboards",""
"23742","CUS,DVD,COMB,F5,48,HLDS,PE400","Miscellaneous",""
"91289","SUBASSY,HD,100,5.4,MRGPS,640M","HDD",""
"0F510","ASSY,CBL,I/O,FFC,5582","Cable",""
"41424","SVC,PLN,SFF,9020,OPTI,DTP","Motherboards",""
"32443","MOD,CORD,PWR,250V,4M,CHI,OEM","Miscellaneous",""
"HV87H","ASSY,CVR,W/ANT,WLAN,NT,5290","Cover","4U500B"
"0T330","MOD,SW,EN4.1I,SPRT,2P,3YR","SW",""
"WV47W","PWA,CNTL PNL,LCD,R720","Motherboards",""
"KH83K","HD,500,S2,5.4,2.5,512E,7,FIPS","HDD","GKCMD"
"30783","KIT,KYBD,51,PDA,EXT,BLTH,WWE","Keyboard/Mouse",""
"WF94W","BASE,TBLT,1G,FCG,FR2,STREAK","Base Unit",""
"9K669","ASSY,CVR,PLMRST,82,BLK,9575","Cover",""
"PG53P","MOD,SW,TRND,WFBS,MUI,15M-6S,FT","SW",""
"TK25T","MOD-SRV,2230,WIFI,BT,5521/5721","Miscellaneous",""
"H166H","ASSY,CRD,INTRPSR,CBL,MB","Card","GKCMD"
"4C234","SI,FORD,SW,GHT,ENG,GN,AP","SW",""
"YT67Y","CRD,GRPHC,NV,GTX,1070,TI","Card",""
"53125","ASSY,BASE,DIS,P3421W,JPN","FPD",""
"6N486","ASSY,SPKR,NBK,M17XR4","Miscellaneous","02087_A07"
"W348W","CASE,CRYG,BP,15,VEN,DAO,TO","Mechanical",""
"26262","ASSY,FD,1.44,F2,TH,NC,LXP","Miscellaneous",""
"75597","ASSY,CVR,HNG,PLSTC,INSP,B130","Cover","4U500B"
"19581","SSDR,200G,SATA,2.5,MU,SM865","SSDR","GKCMD"
"HP64H","SVC,MISC,FAN,MAIN,M-G","Miscellaneous",""
"YF72Y","ASSY,CBL,SATA,2X18,DTFG,DCSL","Cable",""
"H993H","MOD,LCD,15.6HDF,WLED,AG,AUO","LCD",""
"Y242Y","ASSY,KYBD,PMRST,BRAZ,V5,BL","Keyboard/Mouse","4U500B"
"YG85Y","ASSY,PLMRST,RED,M5040","Palmrest","4U500B"
"R693R","KIT,KYBD,104,SCHI,KB216-W,L,R","Keyboard/Mouse",""
"YG10Y","MOD,MDM,MBLBB,HWEI,NBK,JPN","Miscellaneous",""
"9R879","ASSY,FAN,60X38,SANYO,R530XD","FAN",""
"DK23D","KIT,ACC,RTL,LKD,JPN,SBANK,STRK","Miscellaneous",""
"Y252Y","ASSY,HSG,PDU,208V,L6-30,3.5M","Mechanical",""
"69686","MOD,SW,WXPHSP2,LAT,ARA,NDD,EMF","SW",""
"P025P","ASSY,BASE,DIS,UP3214Q,ANZ","FPD",""
"86118","KIT,SW,MCAF-SCTY,6.0,CD,UK","SW",""
"16971","MOD,SW,VU64,DIM,ARA,EMF,NDD","SW",""
"14461","MOD,SW,WXPPSP1,SPN,LAT,DAO","SW",""
"DT92D","KYBD,105,FR-CAN-PQ,END3,W8,E5","Keyboard/Mouse",""
"KH39K","KIT,DOC,ENG,XPS,L702X,D/B","Miscellaneous",""
"9P509","SHIP,TBLT,RTL,RGS,CAN,STREAK","Miscellaneous",""
"1H971","ASSY,BASE,3003,32GW10ATTDAOOEM","Base Unit",""
"NW56N","BDG,L421X,CHINA","Miscellaneous",""
"6W306","ASSY,PWA,PLN,CEL,847,V131","Motherboards","4U500"
"84608","SVC,PLN,TRPM,FIPS,M4800,W8H","Motherboards",""
"NC89N","SCR,M2X3,FLH,MS,NPL,W/WSHR","Mechanical",""
"4C214","KYBD,84,ROMA,BLK,EMDB","Keyboard/Mouse","1W217"
"CF61C","ASSY,BZL,FRT,LBL,4PCIE,R940","Plastics","4U500"
"RR87R","ASSY,CVR,LCD,FHD,AUO,TCH,7537","HUD","4U500"
"0M860","MOD,SW,MCAF9,36M,SPN,NOKIT,XLO","SW",""
"89718","SVC,PRC,2.4GHZ,512K,800FSB","PRC","GKCMD"
"WX43W","ASSY,CHAS,BTM,TOUCH,E7240","Mechanical","CFX79"
"2T862","PWR SPLY,2400W,RDNT,DEL","PWR SPLY","4U500B"
"0N270","PWA,PLN,T,U,KI5-72U,NTI,5580","Motherboards","4U500"
"WK83W","ASSY,TPAD,MYLAR,SLVR,7791","PAD","02087_A07"
"1F281","DIS,FPL,19,P1917S,DAO,WOST","FPD",""
"24982","ASSY,XCVR,SFP+,INTEL,SR,85C","Adapter",""
"PC97P","ASSY,PWA,PLN,I3SMB0,U,BCC,I","Motherboards","4U500"
"MN36M","ASSY,DVD+/-RW,ODD,HLDS,RED,VG5","Miscellaneous","02087_A07"
"Y191Y","PWA,PLN,WCM,DGTZR,2718,CLRWTR","Motherboards",""
"GV59G","CVR,IMR,BLK,1090","Cover","4U500B"
"YJ57Y","SVC,OS,USB,8GB,W7HP64,ANW","Miscellaneous","Envelope"
"88758","MOD,CDRW,I,12X,LG,NSND,KLNGR,P","Miscellaneous",""
"1K811","KYBD,83,UK,M16ISF-BW,V2","Keyboard/Mouse",""
"PY49P","KIT,MDM,V90,DFV,IRE/SPN,RS2","Modem",""
"95609","MOD,DIMM,4GB,2X2GB,1333M,BCC","Memory",""
"C063C","DIS,FPL,24W,U2413,BLK,ANZ","FPD",""
"DG44D","ASSY,BZL,MT,VOS DT,PIXIU/BUTEO","Plastics",""
"4H144","DIS,FPL,19,E198FPF,BLK,JPN,EW","FPD",""
"W489W","KIT,MSE/KYBD,POR,KM636-W,L,EP","Keyboard/Mouse","1W217"
"67966","CRD,CTL,NVME,15T,HH83,LIQS,L,Z","Card",""
"02200","ASSY,BRKT,LIQD CLG,C6420","Mechanical",""
"8M518","DIMM,4G,667M,512X72,8,2R,DCSL","Memory",""
"83788","SVC,UPS,3000V,12A,PDU,120V","Miscellaneous",""
"06520","SI,MOD,FEE,RFLCT,NET,RNM250","Miscellaneous",""
"H072H","ASSY,KYBD,W/PLMRST,R,HEB,5470","Keyboard/Mouse",""
"15871","BASE,2U,1.5,ITM,2P,P3250,4G,C6","Base Unit",""
"FG83F","CBL,FPC,PWR BTN,7204","Cable","Envelope"
"XE51X","MOD,CDRW,I,8X,LG,NSND,KLNGR","Miscellaneous",""
"82188","SVC,SYS,PLN,316SX-16,WB,NO MEM","Motherboards",""
"HK90H","ASSY,ENCL,CDRW,8X,SONY,OPPLX","Mechanical","Envelope"
"WJ54W","MOD,CRD,GRPHC,RDN,6770","Card",""
"57245","PWA,PLN,510D,845G,10/100,CR","Motherboards",""
"33733","PWA,PLN,MSMT,DT,DELL,GX520,V2","Motherboards",""
"78267","KYBD,87,KOR,S-PTG,D500","Keyboard/Mouse","1W217"
"38653","ASSY,FD,HH,BZL,NEC,BLK,ULD","Miscellaneous",""
"M859M","KIT,PNL,FRT,PLSTC,LS,LV,S2825","Miscellaneous",""
"00930","ASSY,FAN,XPS,9305","FAN","02087_A07"
"2D812","ASSY,CRD,CTL,H810,1GB,NVD,FH","Controller Card","GKCMD"
"37933","ASSY,BASE,416M,X51,3.5,DUT,EMF","Base Unit",""
"C598C","ASSY,KYBD,79,USENG,W/P,E,7415","Keyboard/Mouse",""
"FY73F","CDSK,SW,MDM,D/F/V,ROW,DIM,RS","SW",""
"87808","MOD,PWA,I/O,PERC3DI,P2650,128D","Card",""
"GF18G","CRD,GRPHC,AMD,6870M,DGP","Card","D237D"
"5J395","PTR,RCPT,TM-H6000III,USB,EPSN","Miscellaneous",""
"TM19T","SVC,PLN,AIO,MB,4405U UMA,W7","Motherboards",""
"PJ16P","SRV,OS,W8EM64,SPN","Miscellaneous",""
"47594","DIS,FPL,20,DV,2007FP,BLK,JPN","FPD",""
"XD50X","KYBD,82,FR-CAN,M15ISU-T","Keyboard/Mouse",""
"8Y718","CRD,NTWK,BNDC,NIC,EMULEX,DP,KR","Network Card","1W217"
"F015F","FGA PROXY,PH217AD,BTS","Base Unit",""
"GW95G","PLT,THRM,SSD,2230,3SSD,AWM17R3","Mechanical",""
"F977F","DVD,16X,SATA,HH,TSST,BLK","Miscellaneous","02087_A07"
"25712","GDE,OWNR,DIM,5100,SPN","Mechanical",""
"WT88W","ASSY,HD,8T,722E,FS12,S-MBP,FRU","HDD",""
"5K635","SVC,FSD,PCI-E,1GB,XFR","Miscellaneous",""
"CT86C","FPRDR,APOLLO MATTE,GOODIX","Miscellaneous",""
"JP84J","ASSY,PWA,DTP,I5,4,1650,9500","Motherboards",""
"83258","CRD,CTL,ADPT,1GB,OPT,EMB,EMC","Card","1W217"
"57515","ASSY,BRKT,RSR,LF,PER710","Mechanical",""
"40244","MOD,BD-RE,8X,BARE,HLDS","Miscellaneous",""
"WF38W","ASSY,PWA,DTP,U,KI3-71U,5580,V3","Motherboards",""
"H433H","PWA,PLN,NBK,U,I5-5300U,E,BCC","Motherboards","4U500"
"7C957","ASSY,CBL,I/O,USB,1.8MTR,LITEON","Cable","CFX79"
"TR52T","SVC,PWA ,I54200,4,T,9Q33,W8H","Motherboards",""
"5N145","SWT BOX,32P,AC,IO/PS,DNOS9","PWR CNT",""
"GK93G","ASSY,BASE,PTR,DAO,S2830DN","Base Unit",""
"15221","DIMM,2G,533M,256X64,8,240,1RX8","Memory","GKCMD"
"NV89N","ASSY,CRD,BKPLN,10X2.5,R640","Backplane","GKCMD"
"Y038Y","KIT,KYBD,USB,SCHI,KG100,T1,W8","Keyboard/Mouse",""
"0P200","ASSY,PWA,PLN,NBK,SU9600,XT2","Motherboards","4U500"
"7V907","MOD,LBL,REG,FCC,INSP 19","Miscellaneous",""
"06290","ASSY,CBL,I/O,AUDIO,XPS,730","Cable","Envelope"
"GP20G","DIS,FPL,23.8,U2414H,DAO,ES7","FPD",""
"55105","HNG,LEFT,TOUCH,7480","Miscellaneous","Envelope"
"03230","ASSY,BZL,PLSTC,XPS-G3","Plastics","4U500B"
"79827","KYBD,107,BPOR,KB212B,W8,PMX","Keyboard/Mouse","1W217"
"84948","PWA,PLN,PE1550,2XCPU,V2","Motherboards",""
"13941","KIT,SHP MTL,,R720/720XD,HSC","Miscellaneous",""
"39503","KIT,DOC/DSK,PTR,946,EMEA,EHPG","Miscellaneous",""
"D937D","KYBD,86,CZE,EMEA,BLIT","Keyboard/Mouse",""
"4J844","MOD,INFO,RYLTY,VHP,RED,M1330","Miscellaneous",""
"9N539","CRD,PLN,DT,535/535S,M/B","Motherboards","4U500"
"YK72Y","SVC,PWA,SU9600,LATON,MKP","Motherboards",""
"53305","CBL,FC,LC-LC,10M,MULTI,DELL","Cable","CFX79"
"98359","BASE,FPR,5100MP,DAO","Projector",""
"83368","ASSY,HTSNK,MNSTRM,TSMT,OPPLX","Heatsink",""
"7M367","ASSY,CBL,PWR,CPU,GPU32,R750XA","Cable","Envelope"
"T286T","MOD,INFO,MAINT,SMPA,2T,XPRS","Miscellaneous",""
"HF34H","ASSY,CVR,LOGO,RED SKUL,NL,5675","Cover",""
"67916","BTN,SPR,REL,HDL,COMPR,EQLC","Mechanical",""
"83398","KIT,MSE,USB,OT,BB,MS116,L,CR,B","Keyboard/Mouse","Envelope"
"XN53X","CUS,CVR,LCD,PNK,EXCH,5323,SGK","LCD",""
"6M796","PAD,THRM,HDD,EXFR","PAD",""
"YF89Y","ASSY,PWA,RSR,PCIEX8,RHTT,C4130","Motherboards","GKCMD"
"13451","CUS,INFO,MAINT,SMPA,DLO,B","Miscellaneous",""
"34693","KIT,CORD,POWER,PTR,CHI,1100","Cable",""
"7J847","MOD,DVD+/-RW,8X,TSST,BARE,INSP","Miscellaneous",""
"JN38J","CRD,GRPHC,2GB,T400,LP","Card","D237D"
"74157","ASSY,CBL,NVME2-5,X10,MB,R64,V3","Cable","Envelope"
"39373","MOD-SRV,PET610","Miscellaneous",""
"40324","HD,36G,S,U320,10K,1IN,80P,HIT","HDD",""
"74867","MOD,SW,WS3SE,UNI,DOCS,ENG","SW",""
"95409","KIT,SW,OFCPRO-2010T,POR,MEA","SW",""
"HH14H","PRC,I5-660,3.33,4MB,CKD,73W,C2","PRC","GKCMD"
"6D516","KYBD,109,JPN,S-PTG,TS L","Keyboard/Mouse","1W217"
"00680","FSD,USB,8GB,MLC,FI,CNTNLC","Memory",""
"06200","CUS,CDRW,I,F5,16X,NEC,01","Miscellaneous",""
"12151","SRV,SW,QI,CNMSTR,JPN","SW",""
"RM52R","ASSY,PWA,PLN,WWAN,2G,N270,1011","Motherboards","4U500"
"8P728","ASSY,CBL,MB-VGA RIGHT,DCS6502","Cable",""
"R098R","ASSY,KYBD,W/PLMRST,S,TUR,5480","Keyboard/Mouse",""
"VV15V","ASSY,KYBD,PMRST,UK,MN4,S BL","Keyboard/Mouse",""
"HH22H","MOD,SW,WS8R2EE,SP1,FI,GER","SW",""
"M331M","KYBD,105,UK,BB,KB216B,DF","Keyboard/Mouse",""
"GF78G","SVC,PWA,3517U,8,NTPM,9Q23,W8H","Motherboards",""
"0R380","ASSY,CVR,LJ,WASTEDOOR,C3765","Cover","4U500B"
"77427","DOOR,MEM,PLSTC,X1","Mechanical",""
"TX96T","CVR,KIT,UDL,V525/725W,FRENCH","Cover",""
"55445","SVC,LCD,12.5FHD,EDP1.3,BOE,MIC","LCD",""
"DV28D","ASSY,FUSER,110V,7130CDN","Miscellaneous",""
"69436","MOD,SW,OFCPRO-2K7,GER","SW",""
"FV50F","MOD,KIT,SW,RXO,CRTR,STRT","SW",""
"2M352","BASE,FPR,4310WX,EMEA,ITL","Projector",""
"TK27T","LBL,COA,OS,W7HP64,SML","Miscellaneous",""
"4R284","SUBASSY,PRM,500MHZ,KC0","PRC",""
"26282","LBL,REG,WRLES,DW1505,LAT,M08","Miscellaneous",""
"9M709","LBL,RTL,15XX,RTLPF,1804,BCC","Miscellaneous",""
"5W735","MOD,SW,LKEY,VDIB,100 SEAT","SW",""
"9R549","CUS,LKEY,SMPA,10-DLR,SW","Miscellaneous",""
"3J243","KYBD,82,KOR,S-PTG,YM,WIN","Keyboard/Mouse","1W217"
"45694","HNG,RK,DOOR,FRT,BTM","Miscellaneous",""
"0X780","PWA,PLN,UMA,T,I5-8350U,3X90,V2","Motherboards","4U500"
"5M735","MOD,INFO,WES7,THNC,OPTI","Miscellaneous",""
"K041K","ASSY,SVC,HTSNK, UMA.KBL,23.8","Heatsink",""
"TG86T","DIS,FPL,20,E2011HC,APCC,CG72","FPD",""
"1U931","BRKT,FDD\LS120,GND,MET, I7500","Mechanical",""
"K916K","SHRD,KYBD,JPN,86,S-PTG,7250","Mechanical",""
"9P189","SVC,HTSNK,DISCRT,W/FAN,E6540","Heatsink",""
"PM60P","DIS,FPL,22,E2211H,BLK,APCC","FPD",""
"W742W","KIT,CHAS,LIB,4U,TL4K,300W-PSU","Mechanical",""
"44254","FGA PROXY,PH4186B,BTS","Base Unit",""
"HW94H","ASSY,BTRY,CELL,COIN,2032","Battery",""
"53115","SI,ABSLTE,MOD,SW,UNCSYSTEM,4YR","SW",""
"T011T","FGA,INSP DT 2020,BTO","Base Unit",""
"D127D","FGA,INSP LPT 5423,BTS","Base Unit",""
"KP97K","MOD,SW,DELL,DUO STAGE,LNCH","SW",""
"47684","CUS,CDRW/DVD,I,24X,HLDS,BLK","Miscellaneous",""
"3K963","LBL,RTL,15XX,SYSM,CORE,BCC","Miscellaneous",""
"KH43K","ASSY,CVR,BASE,BTM,SLVR,3400","Cover","4U500B"
"7D677","KYBD,88,EURO,POR,CPiA","Keyboard/Mouse",""
"5T805","MEDIA,DVD,RDVD,VOS,3550","Miscellaneous",""
"69856","CUS,HD,146G,U320,15K,ULD,FJTSU","HDD",""
"JN72J","ASSY,BASE,DIS,E2216H,EMEA","FPD",""
"13921","CRD,CTL,HBA,1-2GB,OPTCL,QLOGIC","Card","1W217"
"FW32F","BRKT,OTR,ADJB,FRT","Mechanical",""
"P847P","ASSY,CVR,BTM,PURPLE,LN17 A/W/K","Cover",""
"XC36X","ASSY,BD-RE,2X,9.5T,MPWS,PSNC","Miscellaneous","02087_A07"
"82658","DIMM,2G,667M,256X72,8,240,DCSL","Memory",""
"J562J","ASSY,LCD,WWAN,RED,M11XR3,SRVC","HUD",""
"3J883","BASE,MP3,ZING,8GB,RED,K2","Base Unit",""
"WK64W","MOD,CRD,NTWK,PCIE,10G,DP,INTEL","Card",""
"31603","ASSY,DVD+/-RW,16,TSST,SATA,BLK","Miscellaneous","02087_A07"
"04300","DVD,32X,I,F5,COMB,SMSNG,REV,MG","Miscellaneous",""
"53375","SVC,PRC,3.2,1M,P4PD,800,E0","PRC","GKCMD"
"5W545","ASSY,CVR,REAR CAP,BLK,E3,BCC,A","Cover","4U500B"
"6D246","KYBD,105,BEL,MM,CSMR,LTON","Keyboard/Mouse",""
"5J105","IC,PROG,FLSH,BIOS,OPTI,160","Miscellaneous",""
"5D635","BASE,T,CDCR,E4600,PV100","Base Unit",""
"VR69V","ASSY,XCVR,IDA,16,UNLK,ATT,STRK","Adapter",""
"NG80N","FGA PROXY,PH3747B,BTS","Base Unit",""
"NN58N","SWT BOX,EDGE510AE,DAO,EMEA,TW","PWR CNT",""
"X738X","KYBD,84,SPN-C,EUDB4","Keyboard/Mouse",""
"26962","SI,540205,MOD,IMG,W2K,BCC","Miscellaneous",""
"C745C","CVR,BTM,GPU,7460","Cover","4U500B"
"9C189","KIT,DVD+/-RW,8X,HLDS,EXT,USB","Miscellaneous",""
"N043N","ASSY,KYBD,W/PR,SVN,SLV,L15","Keyboard/Mouse",""
"63986","SSDR,128,S3,2280,LITEON,L9G","SSDR","GKCMD"
"CH98C","ASSY,DS,IE,WD15,BRAZ,130W","Port Replicator",""
"W950W","KYBD,85,BRAZ,BLK,ESDB2","Keyboard/Mouse",""
"9H399","SUBASSY,CBL,SATA,BNDL,T5500","Cable",""
"19521","KIT,TAPE,MGTC,VS160,5PK,V2","Miscellaneous",""
"63516","SI,CUS,DVD+/-RW,16X,HH,PHPS","Card",""
"9Y819","ASSY,PLMRST,BLU,TC,SVN,NBL","Palmrest","4U500B"
"99469","ASSY,BZL,PV-NX1950","Plastics","4U500B"
"4F324","ASSY,HTSNK,N17E,W/FAN,ARMANI","Heatsink",""
"2V952","SSDR,480,2N,IS12,2.5,H-BCRI,EP","SSDR",""
"DH45D","PRC,HSL,I7-4765T,2.0,35W,4C,L","PRC","GKCMD"
"70677","SVC,PLN,DIM,8400,THRMGRS","Motherboards",""
"R694R","KIT,SW,W8.1H64,DUSB,EM,SCHI","SW","Envelope"
"75777","ASSY,CHAS,BASE,212,OPPLX,170L","Mechanical",""
"02390","PWA,PSPB,PWREDG","Motherboards",""
"MJ47M","ASSY,PLMRST,DUNE,TC,US,ENG,NBL","Palmrest",""
"6C646","MOD,SW,OFCHS-2010,ROMA,ANW,EMF","SW",""
"2N622","ASSY,CMRA,FHD,IR,BLK,7790","Miscellaneous","GKCMD"
"TR41T","CUS,INFO,UPG,SMPA,GRDS","Miscellaneous",""
"Y975Y","ASSY,BASE,AIO,23.6,V2,5050,TAA","Base Unit",""
"46314","ASSY,HLDR,EMMC,PLSTC,INS,3473","Mechanical",""
"73467","MOD,INFO,PORT/DESK,BASIC","Miscellaneous",""
"14761","CUS,LKEY,CV-APP-SQL,1YR-R","Miscellaneous",""
"44854","ASSY,SWT,ENET,24PRT,PWRCNT3524","PWR CNT",""
"66456","OVKT,WS8R2FE,SPN","Miscellaneous",""
"C622C","ASSY,BZL,LCD,2521","Plastics","4U500B"
"GX65G","ASSY,BASE,DIS,S2422HG,DAO,RTL","FPD",""
"W917W","ASSY,PWA,I5-8250,8G,DTP,DINOR","Motherboards",""
"NY68N","LBL,PROD,MBAY,2ND,HD","Miscellaneous",""
"86118","BASE,SV,X3230,2.66,XKF,R200,OE","Base Unit",""
"0D400","SVC,CRD,PLN,MB,UMA,J2900,W8P","Motherboards",""
"8H598","PWA,PLN,T,D-M3,I7-11800H,3561","Motherboards","4U500"
"09520","KIT,CVR,SCR,BTM,SVC,PLANO","Cover","4U500B"
"49454","CBL,COAX,SHLD,DIS,SVID,100FT","Cable",""
"14631","PWA,PLN,SV,DELL,PE1850,V3,SRV","Motherboards",""
"WR17W","ASSY,PWA,DTP,I5R,U,RK,S,TI,V15","Motherboards","4U500"
"87608","CTRG,TONR,1K,BLK,SVC,1125","Mechanical",""
"WV47W","ASSY,PLMRST,SC,DP,BCC,5490","Palmrest","4U500B"
"35143","KIT,SW,OFCXPP,ENG,OEM,ANZ","SW",""
"0K630","ASSY,SSDR,1920G,2.5,RI,H-SC+,F","SSDR","H1053"
"26152","ASSY,CVR,LCD,RED,WLAN,WINERY14","HUD","4U500"
"D329D","ASSY,PLMRST,SEC,82,DP,T,7480,B","Palmrest","4U500B"
"49674","SUBASSY,HD,30GB,5.4K,NEPT,D505","HDD",""
"76287","ASSY,CRD,I/O,USB3.1,PCIE,HH,D8","Card",""
"WM38W","SVC,LCD,W/INVRTR, SMSNG,14.1","LCD","4U500"
"1G271","ASSY,PLMRST,BLU,NTC,US-IN,BL,C","Palmrest","4U500B"
"KH23K","ASSY,PLMRST,MIN,TC,HUN,BL,C","Palmrest","4U500B"
"2C412","MOD,CRD,NTWK,5100,INSP","Card",""
"31903","PLCMT,STUP,ADPT,PTR,DW3300,US","Mechanical",""
"NJ22N","CVR,FAN,DUCT,AIO,L,O","Cover","4U500B"
"M260M","KYBD,80,CZE/SLOV,M20ISC-BS","Keyboard/Mouse",""
"PX66P","FGA,VOS LPT VOSTRO 3560,BTS","Base Unit",""
"YK20Y","BRKT,MTG,BTM,MET,P-BRKT,IDTRD","Mechanical",""
"43324","SI,728111,MOD,IMG,WXP,BCC","Miscellaneous",""
"29262","OVKT,SQL5W,2P,KOR","Miscellaneous",""
"6P606","ASSY,PLMRST,US,AL,FPR,LAN,7420","Palmrest",""
"89308","KIT,DOC/DSK,VID,PCI,PGRAPH64,O","Miscellaneous",""
"30313","CDRW/DVD,24X,IDE,SONY","Miscellaneous",""
"76207","KIT,RAIL,2-POST,1U/1P-NAS,V2","Mechanical",""
"0Y470","ADPT,CRD,RPM,SRS-EE3,LGCY","Adapter",""
"7T587","LCD,10.1WSVGA,AG,ISD,V2,LGP","LCD",""
"50355","OVKT,3R23SE,SP2,KOR","Miscellaneous",""
"MK89M","ASSY,KYBD,100,UK,BL,SIM,3520#","Keyboard/Mouse",""
"G219G","ASSY,BASE,DIS,S2216H,RTL,ES7","FPD",""
"F281F","MOD,MDM,MBLBB,DW5540,INTEC,DAO","Miscellaneous",""
"GN77G","ASSY,LCD,FHD,SLVR,N7591,ICC","HUD","4U500"
"77637","ASSY,CVR,BTM,WHT,7588BCC","Cover",""
"2X682","BTRY,PRI,40WHR,4C,LITH,SIMPLO","Battery","1W217"
"4M864","KYBD,86,KOR,C10S II","Keyboard/Mouse","1W217"
"3D923","SVC,PLN,3320M,TAA,E6330,V2,W8P","Motherboards",""
"3R403","SHP MTL,BAG,NBK,16X20,PLYFM","Miscellaneous",""
"4M524","KYBD,86,US-INTL,C10S II","Keyboard/Mouse","1W217"
"61886","KIT,CORD,110,3F,D3W/3P,KOR","Cable",""
"GN42G","SVC,PLN,TRPM,N2840,4GB3120,W8H","Motherboards",""
"11231","BASE,SDT,250G,INT,RD1000,ROW","Base Unit",""
"81938","ASSY,CRD,PERC,PCI/S,D-3,UC77","Card",""
"48334","MOD,SW,WXPH,HUN,INSP,EMEA","SW",""
"4D244","KIT,TB,70GB,EXT,FH,NC,RCK,LIB","TBU",""
"K076K","ASSY,ANT,EXT,MNT,IOT,WWAN,MAIN","Mechanical",""
"88528","OVKT,SQL2K,SP4,WKGP,1PROC,FR","Miscellaneous",""
"TY53T","MOD,SW,DDPA,XFR","SW",""
"KW74K","KIT,SW,SNVS,FCRG,3.0","SW","Envelope"
"19421","CUS,DVD+/-RW,DMOD,PWS,PBDS,NFI","Miscellaneous",""
"FK35F","KIT,HNG,SVC,XT3","Miscellaneous",""
"KF15K","CUS,DS,CORD,30W,ST2,DAO","Port Replicator",""
"84738","SI,693505,MOD,IMG,WXP,BCC","Miscellaneous",""
"G748G","SVC,PLN,C2957U,D,1,CEDAR,W8.1P","Motherboards",""
"M681M","ASSY,KYBD,TC,BLK,NBL,CZ-SK,N","Keyboard/Mouse",""
"59115","ASSY,CHAS,MCSF,L6,755,ESMT,CHI","Mechanical",""
"3D143","ASSY,KYBD,81,TCHI,W/PR,SL,BL","Keyboard/Mouse",""
"95779","KYBD,109,USB,JPN,RPG,LTON","Keyboard/Mouse","1W217"
"53465","KIT,CDSK,64B,RSD,PWS490","SW","Envelope"
"NN19N","DIS,FPL,18.5,E1912HC,CCC,ES6","FPD",""
"7D607","FGA PROXY,PH2076D,BTO","Base Unit",""
"TY81T","ASSY,KYBD,TC,BLK,NBL,UKR,N3","Keyboard/Mouse",""
"3N893","ASSY,LBL,REG,FCC2,R820,BCC","Miscellaneous",""
"86168","DIS,FPL,21.5,U2211H,ANZ","FPD",""
"5Y335","DIS,FPL,23.8,P2417H,BLK,JPN","FPD",""
"81118","ASSY,CVR,BK,LED,WLAN,RED,E4300","Cover","4U500B"
"0H280","SI,G0T50B,MOD,BIOS,CFG","Miscellaneous",""
"31813","PRC,80547,P4PD,560,SKT-T","PRC","GKCMD"
"X451X","ASSY,CVR,FUSER WIPER,553X","Cover",""
"G752G","SVC,PLN,DTP,TKN,FRU,I5,8GB,W8H","Motherboards",""
"51685","MOD,CDRW/DVD,4G,24X,INT,HLDS","Miscellaneous",""
"FR11F","HD,13.6G,5.4K,I,1N,NN,WD-MIL","HDD",""
"GW67G","ASSY,BASE,DIS,P3421WM,ANZ,CR","FPD",""
"45224","CRD,NTWK,OCP3,BCME,25G,SFP,2","Network Card","1W217"
"30643","SUBASSY,HD,100,7.2,MRGPS,M1210","HDD",""
"6T306","GDE,GETS,NX3300,DAO,BCC","Mechanical",""
"0G570","ASSY,PWA,PLN,I5-1035G1,U,C,V3","Motherboards","4U500"
"76777","MOD,SW,OFCSBE-2K7,ANW,DAN","SW",""
"74767","SVC,IC,8050366,PPGA296,233M","Miscellaneous",""
"MH12M","PLMRST,US,NS,LAT,5289","Palmrest",""
"59465","ASSY,PNL,CNTL,TWR,P6800,ROHS","Control Panel",""
"35363","KIT,KYBD,105,PANN,KB216-B,L","Keyboard/Mouse",""
"YM28Y","HD,1TB,S3,7.2K,SGT-PHAR 6G","HDD","GKCMD"
"6J876","SVC,HD,73GB,15K,U320,80P,SGT","HDD",""
"56355","CRD,PLN,NBK,SPNK+","Motherboards",""
"G843G","ASSY,PWA,U,I3-5010U,DTP,E5450","Motherboards",""
"7H197","ASSY,BRKT,ODD,CEDAR 15/17","Mechanical","Envelope"
"17341","MOD,LKEY,G-DM,1CPU,1YR","Miscellaneous",""
